"","WT_rep1","WT_rep2","WT_rep3","14_rep1","14_rep2","14_rep3","15_rep1","15_rep2","15_rep3","16_rep1","16_rep2","16_rep3"
"POT009309",28.3631497450959,28.438927164363,28.1626457133904,27.9680719030632,28.143408205544,28.3392187351782,28.2565591384457,28.1441865418968,28.0434345331917,28.0018505498409,28.0759718965196,28.0357479500311
"POT008659",22.6305204348596,22.6921514750404,22.8067195273828,23.0788264175582,23.1403199125356,22.5967566559955,22.932073424244,23.1951739289512,23.176699100736,23.1302827250395,23.0097514069354,23.0163471995759
"POT002357",0,21.4361381169537,21.1631238596802,0,21.244175662203,20.9730919315085,21.3908952608702,20.8981466948918,21.1143244202881,21.4063939514105,21.039791910498,20.905290040129
"POT008882",23.5799189603126,23.8412456825785,23.7801664736137,24.2011254207809,24.2384869606346,23.8423971519107,24.8581373603962,24.0327143535262,24.3077200115487,24.4502925303786,24.1166422072009,24.6202524961595
"POT001762",26.7801915097535,27.1065940888576,27.0017431944782,27.3129384732444,27.1750282067018,27.1474412722278,27.260153746113,27.0870951966693,27.5002087647434,27.4435583589507,27.3390063023534,26.9452541392528
"POT001689",25.4210793933415,24.9851143870522,25.2400896315174,24.4600148658767,25.5936601075226,25.4903872125473,25.4378721828837,25.1458876901249,25.4985054646153,25.3084145833405,25.4204370106958,25.3677637299242
"POT000607",24.198055298081,0,24.1878244425269,24.7132954675832,24.530648274889,24.2668517228806,24.4487182574644,24.0948257587808,24.112671120078,24.7608092686235,24.3192068282768,24.5886940511223
"POT002645",25.5179129907282,25.418186416264,25.3259112129928,25.6320360313339,25.3544406822894,25.4571989955876,26.1582312249853,25.6554274334807,25.8038556010386,25.5417075530297,25.6537886589069,25.641272762465
"POT000182",22.3128242506785,22.5240854061836,21.7820879856478,22.5869890960649,22.4454635160891,22.6175535560801,22.2421704455312,21.8642723076037,22.4770180678074,22.4495496876167,22.5532102242758,22.5062513990859
"POT009465",25.2186344766747,25.2016115481175,25.1718447316176,25.1962551168668,25.363859907572,25.1541799545405,24.9600935206281,25.0960732949822,24.9679400236316,25.0718564290346,25.0465601826578,25.2094789489835
"POT003240",25.1419574337696,25.0588716751063,24.9289061451653,24.6519017639838,25.0426833685936,24.796745065856,24.5920066540176,24.7536358429032,24.7464778275201,24.8178748327766,24.7247881926243,24.635887247085
"POT005323",26.1386610028545,26.5163507218932,26.3655962439878,27.3784037464102,26.5106129152165,26.1972304938461,26.9120509248624,26.4210312245635,26.2151940699312,26.2322780409743,26.5598609915656,26.5241003556942
"POT010144",23.7173283437512,0,23.4225237093464,22.947940083213,23.6842101319067,23.9889321905551,23.1638302276082,23.8169476978822,23.9171600759866,23.7287891142481,23.6819606904695,23.3462453497511
"POT005453",24.4668750549366,24.4338991710402,24.5047612931058,24.5665683370697,24.4968001511297,24.4235498995138,24.4111871777936,24.1747044613361,24.6177889343469,24.3855469998584,24.373782241733,24.4255360681974
"POT010360",23.9466378910418,0,23.2572428034444,0,23.1137682326715,22.5948904151081,22.8985711282302,22.7845062514014,22.6058258190878,22.5177568399516,22.6668524439758,22.6630776841141
"POT007344",22.1698051436651,22.335517933557,0,22.6845311945631,21.9994825834126,22.1634003057112,22.4621387732267,22.0837844445955,22.2069034648066,22.3260827112801,22.1468744086204,22.3224013135238
"POT010588",23.2878532608582,24.0606042459181,23.1359284288628,23.7597939296831,24.0158029532144,23.8605073301129,23.4250878174431,23.9104963457056,23.4308404524933,23.5125581934704,23.9131472671665,23.922977036089
"POT001005",21.1937010088636,21.0225574577389,21.2103859723989,21.2185088427467,21.2549386383854,20.9444947437684,21.1873714059269,21.4870902667787,21.0872530476297,21.554592598699,20.9376870307076,21.7096930211098
"POT001215",23.8423012312271,23.0674481475124,24.0328824704105,24.7633951531995,24.0128229688901,24.4104756780616,24.6673614973095,24.1791163762145,24.8072503528163,25.0255089746457,24.6470776091829,24.550570664399
"POT005935",0,22.7974873838764,23.2606921656157,23.6107671398911,23.3230613593049,23.5460428521619,23.2334927079804,23.4558830395463,23.4368243702563,23.34638062989,23.1185602949563,23.1894994420565
"POT001098",23.9777976785341,23.5801490552159,23.9526040488355,23.7367578241637,23.8967063817874,24.5215117828681,24.0335547421099,24.2151199924985,23.8391322655738,23.3413667971526,23.7696126954529,24.0327143535262
"POT003152",22.8371697813524,22.6871398537344,23.0679240380728,22.873839086091,23.018657958821,23.0486152508121,22.9132751195158,23.2579621009818,22.714061009432,22.5605754027514,22.9461202554363,22.9757878059573
"POT009171",25.0101357099986,24.5124979141531,24.4914885999423,26.0874392086172,25.2550827565656,25.2552628840477,25.6969972312692,25.2358970723801,25.8168256620807,25.9208892648786,26.0927911691444,25.7646863594609
"POT009430",25.7505980247627,26.0335757455536,25.8959672015274,25.9913780789864,25.8059967010036,26.0094310761649,25.8480452137619,25.8526478003421,25.9966022684432,25.7619253167434,25.6385134711182,26.0358842595818
"POT001647",21.5128233925495,21.4267008687781,21.0642112118638,21.6533349356628,21.4322686615317,21.2822921037652,0,21.6242635696064,21.5275972714515,21.5291235797008,0,21.3975952571379
"POT001548",25.6292034049346,25.3992067223165,25.3220299050242,25.3346999246289,25.5214518765028,25.3935554286029,25.5519790306276,25.6610941496418,25.8667689858907,25.9646391137559,25.6651398402505,25.6927740453993
"POT000818",24.434726459192,0,24.8290510375203,26.4950470596276,26.2681019074482,26.016568241027,26.6598972760358,26.0868523153083,26.3364035868104,26.164171770643,26.2229511093473,26.2228037451959
"POT003487",22.9054369540844,23.1102513449894,23.0804213471479,23.0890650723215,22.988308150012,22.9331006190478,22.7150252236844,23.190117644087,23.268851498505,23.061263725978,23.2150903604603,22.7524623185527
"POT007215",22.1409283516991,21.5135464150873,21.554545760232,21.0536448730199,21.9895732844004,22.0254329368304,21.4960930731597,21.5461370812884,21.5558098653967,22.2222583669166,21.5598755749225,21.5269767471808
"POT007197",22.3850861485397,22.585133097424,22.6565243719487,22.7620064502112,23.1716386121499,22.9658899469334,22.7171400446976,23.0641618622429,22.9593949667304,22.8994565001427,23.1418483234932,22.7422995664749
"POT002750",21.3950864034529,20.9167046366922,0,20.9060978818081,22.1467501347775,21.4068610193607,21.4758066434759,22.5533743040713,21.7869603409319,21.817260062503,20.8253190710447,21.5109418363916
"POT003452",24.9383154017648,24.6604686350283,24.8167036159555,24.0992476311855,24.0043603874309,23.8348961209354,24.3046599167936,24.4119629593363,23.8392283971775,24.1404759470415,24.5448644684968,24.0890974092308
"POT005062",21.0276279720175,21.155114685277,0,20.6247990249043,0,20.7775603399887,21.0360394270871,20.7904248655155,21.0969338684286,21.3642607861113,21.0462021183931,20.9923768863603
"POT002961",24.6487788683438,24.0970785873655,24.6581818401306,24.9960203410239,24.7495498981863,24.7166482590488,24.6679028462993,24.9634489349114,24.9961496785147,24.9122337064465,24.9289964773325,24.8385553413962
"POT004967",25.1290408450481,24.8417255731596,25.3995327108937,25.4764866497209,25.5963358246806,25.5884367205886,25.1827574403461,25.6408040551004,25.7145798787076,25.8410536816411,25.6764831147783,25.6714166720235
"POT009517",23.6390933602238,22.8933030123339,22.7979226994137,23.0436514635043,23.4733311880969,23.1804828523604,23.5508641874292,23.6968911390501,23.2427083496,23.2045920385325,23.416351192402,23.2063818534457
"POT015103",23.3374248192739,23.3266313688418,22.9689156460748,23.3996304931049,23.2241589279439,23.4282865572594,23.3794122136863,23.3500284069052,23.2885574611166,23.2972611065217,23.5215716867459,23.5101450540922
"POT008772",26.1724171312287,25.0358213490819,26.0467891306634,25.2353127931139,25.9774046628565,25.8421573382429,25.3202058649629,26.1450908304104,26.0721836449672,25.9086194754348,25.7969183075604,25.7114060926006
"POT000337",23.4760539555603,0,22.5429770503491,23.6197489279111,23.2317215868961,23.3077200115487,23.2446547578963,23.4904484227996,23.6995411068076,23.8108822456351,24.0448523334443,23.4715958385817
"POT003916",26.5610854799479,26.600737102145,26.3635090474511,26.0708538683197,26.075166066928,26.2747098592985,26.1100442020156,25.4201799775275,26.2257114037662,26.1379773675726,26.1709284196016,25.889877673468
"POT001825",24.5652322661908,24.6413554597245,24.2611227565877,25.0197101661932,24.2148977373758,23.9961065673061,24.70898828484,24.2387784877972,24.4393632095229,25.0292215001204,24.8022785079526,24.7340720099079
"POT007743",22.4585387837333,22.5674390215039,22.6928538426858,22.9423663074086,22.7738837092922,22.3704202904256,22.3927565832421,22.4961174609284,22.6220303642429,22.8144659018418,22.775070094861,22.5312196204128
"POT000634",28.1106814700027,27.9692253341435,27.7853771329185,28.3982364705351,28.4439930068169,28.3410443673801,28.3509810509448,28.5295466058846,28.3788584705633,28.368196836617,28.5224175634288,28.5383438936302
"POT000611",25.712692186161,25.5557572164562,25.5440980026527,26.2739099667557,25.9026522268602,25.9783870013776,26.030421806965,25.8042496050805,26.2331013456506,26.2192070809965,26.1559369020195,25.9761812622822
"POT005070",27.1639415257928,27.5607794552715,26.8373767376911,27.4004776614348,27.4942689192881,27.2643659973999,27.8187891847926,27.3389213204642,27.3059995069865,27.4378563126114,27.1856523486436,27.681773078604
"POT001259",25.6418239880103,25.968225747165,25.8328699312789,26.597757059197,25.8239838828284,25.9981744535286,26.0972996577137,26.1915377512533,26.0217021660079,25.7520028534002,25.7398248941233,0
"POT000808",25.1905396786626,25.1840069368181,25.7008907184451,0,25.3003369184145,25.5691498361679,24.655181735934,25.5020315003502,25.4325299217842,25.7186875521375,25.4877220498584,25.1988047111366
"POT000382",22.9282103979654,22.3353816309408,0,22.8231044114301,23.0001705967028,22.9059693917952,23.2425193791314,22.7035175151905,23.3255338449844,23.6263373527993,23.619636999982,23.2806507157153
"POT001665",29.258559744225,27.7610376214413,27.3548105652978,29.1887913884404,28.6274580170388,28.6785194957651,28.0805535007117,28.8607677892582,29.1339618017072,28.4514406658386,28.7013403085736,28.7928416175095
"POT001698",25.4470791892932,25.5549672517014,25.5176126857708,25.534749798338,25.3336767608021,25.3022211069477,25.3731184453466,25.2677448223909,25.3860077040107,25.4589204581943,25.4690820805203,25.3442484928428
"POT002986",23.1473248115843,22.9985532447005,22.95185740427,22.9481718572054,22.224468084769,23.0217614600088,23.0339915507849,23.0592183557639,22.9575895400385,23.0696949405548,23.3722550531914,23.2581059174641
"POT004720",25.6673614973095,25.0905114399642,25.2146754480082,25.6256129824104,25.8109557706221,26.0468099423169,26.0480580924475,25.979041522322,26.1482368351114,26.2136005663013,26.1388953175399,26.066385031888
"POT000434",23.4598898327231,22.62267834976,0,22.6313422745085,0,22.8529096821625,0,0,0,22.9810250879948,23.3336085240731,22.4609397745781
"POT001364",23.8908750590838,23.6472423348724,24.0548208999038,24.7266601345511,23.9708824629018,24.144137908175,24.4758684754716,24.1510468970653,24.4655056243251,24.471533823191,24.2105940612753,24.5657552239011
"POT000644",25.5240555066978,24.4305214627202,24.2811461588622,24.5656390274577,25.3746447206868,24.9572175539125,24.9622577733953,25.0630345863336,25.1360614635847,25.2324976348316,25.2752606385032,24.8904576327297
"POT007422",24.5330273899415,24.4823461318733,24.331491583061,24.7969430546772,24.949535004259,25.0139305388816,24.7953583827948,24.9055471297338,25.1332808357024,24.9959772259501,24.9525151828377,25.0116718993677
"POT000277",30.1467375126165,30.3100801925779,30.4586545481316,30.6448691558511,30.4047669530017,30.6132462245339,30.6400489782099,30.5213133335049,30.4653849587575,30.525893173249,30.597614998733,30.6815217744883
"POT004687",26.5414121609236,25.9852012676063,26.8231092718613,26.5980411381662,26.3791477658731,26.4402824365297,26.7471439981867,26.5947708479037,26.3353816309408,26.2976109610329,26.4011778289034,26.5429180287262
"POT002794",22.6836748686494,23.8504318065988,0,23.006690410329,22.6362635051232,22.9068135453234,22.724861035776,22.1969454518521,22.3345635447034,22.1299998590647,22.8187818722754,22.8488284514011
"POT010699",24.4256641142648,24.5411462563065,24.652394235414,24.2655646875206,24.6437241010522,24.8116173269402,24.2889798163402,24.6149843163546,24.6401420912418,24.5462195267257,24.4732073037603,24.6394246208064
"POT001170",23.8747397619515,24.0671034390854,23.1516663121088,24.1876734461334,23.9144252810803,23.7903453146324,24.0754517289129,24.1285689648517,23.961728052427,24.2696363668668,24.0163131901926,24.1371174804972
"POT002644",22.1043120860844,22.0183183733188,22.2815848378938,22.6688659451964,22.2302268848887,22.6697311037128,22.1975154795336,22.8468982453372,22.785703889757,22.8516522156571,22.4885864695956,22.4913295625972
"POT001272",31.1697941549299,31.6179815516765,33.0116532402149,31.5540780240075,31.1592446739127,31.6148263945066,31.859568695261,32.1582817939431,32.0693922579721,31.4210151679468,31.6562103152717,31.9266643787716
"POT001275",26.0118638080767,26.1379578303751,26.1786226082438,26.0401348427439,26.0596350877097,25.9471285808862,26.0762064205626,25.9052716748326,26.0875403729926,26.0269444922178,26.1341038332354,26.036031040081
"POT000562",23.0605547727589,23.322648866081,22.9678960611419,23.0844982966837,23.2305347442733,23.4067831852024,22.8437777030845,23.0226251819517,22.7498465185666,23.0453190686058,22.8327733750402,23.0533797204662
"POT001983",25.7451189108662,25.998454252062,25.7536868440535,26.0976613361381,25.9016629528513,25.8064392907527,25.9102675897724,25.8451521477198,25.9421917794562,26.0539513949237,25.8182406431257,25.8276708503212
"POT000214",20.6866270474349,0,21.0560952266817,20.8731256520415,20.3897405589168,20.4228573012216,20.6121629842055,20.5067840715918,20.6729708352438,20.716491270887,20.6558695836468,20.3639935461289
"POT000117",23.1639530389081,23.2393322271635,23.2334634509173,23.1854822206258,23.1774748945484,23.0425664856078,22.7907231422664,23.0348479838497,23.2589685154216,22.8599199405597,23.0019063714726,22.7629188874614
"POT000936",24.9410949027188,25.0334287150261,24.5680771896233,25.541205350457,25.1020545097735,25.4133195740499,25.6481479901205,25.1992916209516,25.2830555616607,25.3559532408623,25.3451626517334,25.5364405089221
"POT007237",25.2782773079945,25.3177587199479,25.2986949711734,25.3961714953987,25.4023331761446,25.3508040584845,25.3683966881687,25.2070599114468,25.3065384715238,25.2823840228664,25.3355860800364,25.3480367829378
"POT002928",22.519773487534,22.2775609765524,22.559922240674,23.0023185258991,22.723549295991,22.6590969931074,22.6888265548024,22.9480827177686,23.1641065383327,23.1584315639807,23.0672840109143,22.9006914239492
"POT001675",25.1636152826743,24.9236571783382,25.3915247089783,25.5454243207506,25.3271112731057,25.3791808245007,25.5806953835786,25.1344172326535,25.4073344200396,25.4548482313435,25.3531958339358,25.6109642159164
"POT002356",23.2727003981846,23.2276000801866,23.1393052766891,22.8709268081277,23.2137117981057,23.0944069887262,23.2155644000513,23.0998575891554,23.3361992535418,23.4171242028014,23.2657077481624,22.9850622562082
"POT000264",21.094616388948,0,20.8353781279029,21.1065501614144,21.1271681447741,20.7631215729505,21.7782825099957,21.0548374568185,0,20.9338750367073,21.0302576134155,20.8572642306331
