"","WT_rep1","WT_rep2","WT_rep3","14_rep1","14_rep2","14_rep3","15_rep1","15_rep2","15_rep3","16_rep1","16_rep2","16_rep3"
"POT000052",23.6099785664684,23.651299626074,23.882316910075,23.7134528038657,23.6122304908168,24.0135898386697,23.4740742708024,23.6043333290224,23.6537066712934,23.6427330499605,23.5791133390331,23.8989216529188
"POT001545",23.4561337904014,23.1181008202726,23.4953368477762,23.5575403606851,23.5578908838796,23.9641984212513,23.7012345352651,23.697739658434,23.773340461521,23.9792814389538,23.7034541478395,23.6180690965074
"POT009425",23.5719581293791,0,23.6540345937953,23.6213150078177,23.6004819109538,23.5978706974973,23.6009355529797,23.7400565923968,23.4900811223247,23.792332771953,23.8123520338977,0
"POT011094",21.7193771219941,0,21.4206490285912,20.9530482967346,21.7219652908751,21.8442950693727,21.3246552243477,22.0600269534711,21.9087019258831,22.1536002718087,21.8791973258936,21.2478301860837
"POT006200",25.114896275369,25.3678636891635,25.0924484311635,25.2728071656253,25.3400087107858,25.0843604209633,25.0410545023398,24.9639780245078,25.3847568788724,25.5176126857708,25.2262995836865,25.0355696796454
"POT003282",0,22.5762093718058,22.8065228757951,22.2272622107739,0,0,0,22.3243530748783,23.1984000764365,0,23.2041293085526,22.9791593045631
"POT009175",26.6670907466207,0,26.5492343800722,26.9601377215209,26.8043973288591,0,0,26.7693856959967,0,26.8175089296489,0,0
"POT004189",24.732054362811,24.7634458105158,24.8697131904032,24.8029686983216,24.8901328842667,24.8326285285642,24.9532703693959,24.744785396109,24.6662240028032,24.6792782029151,24.719836652191,24.6025788106026
"POT000377",30.7144848976554,30.5377886906059,30.5190648311353,30.4946694851153,30.4387685698054,30.4647035928044,30.3917172586821,30.4881704172992,30.3628572236158,30.4706304218623,30.4475640115517,30.3881283356592
"POT007733",26.5600068185015,26.1048159558313,26.8198247503444,26.3629073743678,26.1153131101789,26.0054958870502,26.3012618739864,25.839108231672,25.7712006923561,25.6865896481778,25.410669758245,25.838146547139
"POT008426",22.9258948493149,23.4601398881949,23.7118786683676,23.4740742708024,23.4473314748654,23.4838226642402,23.3721221777558,23.4946046391456,23.5173723967894,23.5425048097423,23.6409694986175,23.4287976981118
"POT004618",21.2965331372656,21.5016428432787,21.6200622799233,22.0823556798925,21.6667874455133,21.7271277407627,21.1582620481801,21.7978435609035,21.8619274454366,21.8423012312271,21.8177284826616,21.7685833450768
"POT006321",28.9567081316027,29.0193496170326,28.9511870950066,28.8472985931165,28.9819070074915,29.0734968745748,28.9337928871026,29.0220250770444,28.8429905193703,28.8265075624159,28.8713534485162,28.8096194820527
"POT002509",25.2350570965076,25.0903095204071,25.3172411859383,25.5726810311535,25.1908033875922,25.2547945058072,25.3234393745149,25.1595021353957,25.3067470489138,25.3771959648069,25.3920818036869,25.3251906974812
"POT008342",24.5996876940106,25.1463539404452,25.2398347802105,24.8424930662172,24.4324980633108,24.426048184293,0,24.4629500298405,24.6172845053148,24.2541457309509,24.2838327425825,24.7829178476423
"POT002035",23.1434374007367,22.9152462640222,22.8589530693357,23.7632431705772,22.9067218134279,23.1202226871609,23.6203084373387,23.2922137717844,23.2402061199795,23.8252220081025,23.5230086341165,23.3006162127801
"POT000651",32.3491574097068,32.2490942425336,31.9009191127854,32.1316395630643,31.9995742478769,31.9667800644423,32.177774737346,32.1310568851991,31.8200074200694,32.010186409009,31.9230195543747,32.1718530807439
"POT003381",23.3060516736456,23.050659093361,23.3788832695774,23.1455845465931,22.5625796964604,23.2309890833309,22.6652266032432,22.434790077097,23.3163091566166,22.2734974043833,23.001889195816,22.8098426915625
"POT008874",22.3360085163769,0,22.3004765723559,0,22.4486426491399,22.2846659805679,22.2422867661086,22.312741174041,22.2508974731636,22.2792909119394,22.4407069850419,22.8706258508696
"POT001722",26.3707594984705,26.3000924914831,26.5436851215491,26.4703860573612,26.6868567644609,26.5023805951683,26.3559532408623,26.6340875984775,26.4835305537965,26.5302612978508,26.5289805568788,26.388555372606
"POT001480",24.6353337481176,24.5201333067255,24.588979920115,24.7078305080616,24.508936969077,24.2029942454171,24.096274409507,24.571495282073,24.5847432635117,24.6884317446322,24.7045099071555,24.447772868487
"POT000327",21.0470679818817,21.7670076225483,22.6537066712934,0,21.2302855298366,0,0,21.0928758330451,21.0548374568185,0,0,0
"POT008695",24.1033358376765,24.2807922882624,24.3721221777558,24.4518022179365,24.4078854443376,24.3689960767691,24.2753316914738,24.5659875887159,24.2674233702545,24.4187333120727,24.6687144891004,24.4869552869542
"POT009282",26.9589217032543,26.4672016588551,26.2625212903486,26.6116115619467,26.2761307963573,26.3809978834274,26.1955043778995,26.4541265621946,26.24427004212,26.3538183923793,26.24698988527,26.2991143694295
"POT009221",25.2989046855416,25.4673105103993,25.0972795618091,25.4619514953604,25.5098129315469,25.5715531461075,25.3192068282768,25.3522193905544,24.9833756763375,25.3149618281439,25.5019707795842,25.3581352518574
"POT001108",20.9662068873232,21.2668803106295,21.0796566519695,20.819795521042,20.9850275012657,0,0,0,20.8227544173487,0,0,0
"POT012323",23.9935175344149,24.2710623072259,24.0125672550184,23.4620139240171,23.8664624434054,23.526236542329,23.4603899003333,23.8818503355614,23.6827108940511,23.7097771457223,23.8255131773405,24.0261424673042
"POT009115",23.0973679816957,22.8723179193716,23.0784844174114,23.0702192352128,22.9802407067045,22.9396789229774,23.2050844590263,23.0850983081184,22.919416932201,23.1576454591285,22.6139171303147,22.9700047509803
"POT005897",21.6953200613409,21.9705314422088,21.7889922780565,21.6114427170708,0,21.6601857045714,21.6758588556808,0,21.8887402765706,21.6303648990046,21.2913146162296,21.5674158100704
"POT002844",23.5618575394101,23.2436528308389,23.5751939094239,23.7622295437239,23.6950863766311,23.8517665760948,23.4144168523926,23.3975430338282,23.5919496045666,23.745093258622,23.5079697721643,23.5537961378772
"POT003216",25.1563034673548,25.1767599623885,24.3770966501033,24.6758911515699,24.4231010311285,24.774698197591,25.2130442786033,24.4404408647653,24.4146104031441,24.7873091610392,24.2472072513715,24.6095277594838
"POT001625",25.8920339434267,24.9542027014699,25.8656132164364,26.0377493576161,26.3962205013728,26.1381336556283,26.2339790197498,26.2489450021955,26.3862708974879,26.668579247006,26.3748105229282,25.9402885023396
"POT004661",29.2116433379743,29.7260006821486,28.8909909894178,29.1186979108319,28.9470951300616,29.155835597804,29.1836662723616,28.9348334781417,28.8790009587955,28.7912586428326,28.9193157677778,29.2317151791026
"POT005050",25.6215665407436,25.5585040946173,24.5658714109867,24.958014549628,24.8856252573059,24.6164994872002,24.7905938965791,24.7483218548072,24.3480705621916,24.3063994031758,24.4804367049208,24.6651398402505
"POT011527",21.8432984947412,21.9365013572537,0,22.4009075719624,22.5065419721062,22.1682448613232,22.2309304669757,22.0764307122399,22.3696750829424,22.3025976495397,22.3269330415852,22.1414273922544
"POT002191",23.680137141716,23.4263681645638,23.6256687161239,23.8740830746634,24.0730013602535,24.2316922938932,23.8169476978822,23.9789324561168,24.1943023823783,23.9589880579586,23.922977036089,23.8131353091343
"POT002696",24.1128301736078,25.0750436230459,24.3324480056064,25.1288442470563,24.4733931262762,24.4683674982154,24.7113535746253,24.306121226257,24.7786635095847,24.7092512863977,24.6165555740907,24.8833428431725
"POT003135",0,21.3169996065177,21.2691084115216,21.1251510944058,21.3372886967054,21.4553312342075,0,21.1432038226513,21.1419574337696,21.2393467963824,21.1973654940839,21.0134535360534
"POT003507",25.414739422554,25.1626937272032,24.7410859125324,25.8960134113908,25.2741588697419,25.2082513291332,25.6438892100658,25.3827137278757,25.3662968648227,25.6425127239,25.7471696139934,25.612680454186
"POT001582",23.7178512677632,23.6525036506839,22.8861743608313,23.232731831444,23.5747320992276,23.9645509860236,23.6001415858001,23.4938720587096,23.5299337746478,23.8615488846785,23.5165310700453,23.0300218156334
"POT000090",25.0879651859218,25.418186416264,25.9421022697516,25.6251949109153,25.5638076979369,25.6486417443699,25.605011925009,25.2001152479954,25.4523365203378,25.6283970339129,25.4247995826818,26.0225913202427
"POT007781",25.2495599540181,25.7931269888962,25.0922467825447,24.7317954859166,25.5787391476056,25.2678876670199,25.7018690588236,25.3313548994948,25.0443520924404,0,25.2006391295848,25.5929191385582
"POT005240",25.468864636415,25.6452094023637,25.5571313092905,25.5954254992706,25.8375211082547,26.0310741864153,25.7767073126194,25.8382908406921,25.797611066421,25.6891519252083,25.6548267655897,25.8192887856834
"POT001661",26.5262216149378,26.6514364976685,26.3302951625531,26.4575747626606,26.5934891484593,26.6981637310534,27.0069942351502,26.5605025198564,26.61329892476,26.5764342923321,26.5118648292131,26.7826929322109
"POT001998",27.9898309411866,28.215444053189,28.1084896809685,28.2897362270309,28.4199711043539,28.3688212808164,28.6177889343469,28.5132587557735,28.7201890335708,28.6398247925555,28.2179877146615,28.6963738277289
"POT005184",24.5177928762464,23.1808470275149,0,22.004600416554,23.1992092323801,23.2542178314552,23.4843145060726,23.426112186025,23.5225298106668,23.5520376827281,23.773340461521,23.828324787799
"POT001306",27.9083331525647,27.733761786266,28.1691609668861,27.6183492042727,28.1729797694755,28.3109469363954,28.0838027008963,28.3426134131547,28.3997038254143,28.0604908674172,28.4003147830783,28.3535492108845
"POT000404",21.9345230668317,22.5337641196817,22.0183862968142,21.5914931277266,21.7755925993042,22.0320753306397,22.0010301521678,0,0,21.4783272397589,0,21.7043832568234
"POT006768",25.5072439487174,25.6400041438659,25.2181170902618,25.8450085388166,25.5404960608454,25.8295833883909,25.5864050576773,25.5879505265352,25.7636230971169,25.7107757506831,25.6768327970839,25.7595399832564
"POT003171",25.8785099240845,25.9120509248624,25.5254601131106,26.0274718971358,26.3374418336919,26.081884526828,26.220591474714,26.2156384546693,26.0657895090848,26.2774971277754,26.1840447834594,26.0498867615426
"POT004203",29.2221634574067,29.1980506130251,29.2095765557254,29.283170398838,29.3032363269085,29.4180215025837,29.3888468348584,29.3037371379425,29.337773574743,29.4624040419289,29.3433125729588,29.2895603529552
"POT008453",24.957483268075,25.2392885186242,25.1195342142102,25.1979803353603,25.1275853851078,25.1740948611407,25.4917026609948,24.9011335276961,25.3176552279972,25.3614188269199,25.3250534156236,25.2908085948535
"POT003083",26.7833176107402,27.0549657664652,26.4000867224817,26.777936515309,27.0075289825676,26.8873928101306,26.6148439422323,26.9794558987207,26.5502036766119,26.5801778144987,26.7815678287903,26.7826929322109
"POT004878",25.0450607160138,25.0359891043194,25.6026354412886,25.2252333309478,25.356927161222,25.0434345331917,24.8267257503589,25.1385633605026,25.0218292215974,25.1705464510951,25.1180691269687,25.2300802620885
"POT005823",25.4552246111202,25.6030884067683,25.4338355138363,25.5583289181439,25.5050036915675,25.621762147149,25.4976835115412,25.4846832774394,25.7826679394428,25.55569871538,25.6100067372283,25.8884615936475
"POT011150",22.4406309556861,0,22.2654502287923,0,22.9675794916641,22.7248194115683,22.1842869784557,22.5291950857951,22.6076328303818,22.7257972630954,22.5646044666095,0
"POT006130",27.7576721040732,27.2798541111754,28.0956206847696,27.1520920057357,27.5357140427652,28.1945560116644,27.3202747385506,27.8640195672571,27.6906578074663,27.3574138749636,27.6040646299075,27.7361513705584
"POT006278",21.3737424225615,0,21.5607619661864,21.3069694982305,21.5440626174735,21.1857997766994,21.3976996980864,21.6673073512365,21.6319638961657,21.6655736030442,21.5503710346217,21.2436528308389
"POT000005",21.2442337428826,0,21.7352915760983,0,21.3813148083452,20.7403242862884,0,21.1057832123647,21.2140676822601,21.1735307515394,21.7816078475151,0
"POT000557",22.4021835213449,21.337560929,22.018793770644,21.7269199344907,22.3561951031391,22.4564095660137,21.5587551438083,22.5837796925879,22.4625132560428,22.7927895001171,22.3800202597622,21.9508078933221
"POT006498",21.7266289554142,0,22.2048755738887,23.1354901100536,22.493310161678,22.699075065295,22.5140282288849,22.4769192141465,22.6166565249992,22.7368197455063,22.9445304889907,22.5757709643657
"POT000731",32.297808809932,32.3757552320235,32.1433352149776,32.0914083783315,32.5748385451558,32.448278137793,32.4211155188695,32.4400814056631,32.2842465530588,32.3418609082034,32.2564804062138,32.3808462052707
"POT010626",21.7796856954568,0,21.4854205375053,22.9126540162281,22.1746892244701,21.7589404924025,22.3307943614451,22.3397641194115,22.7968143650341,23.0951961079141,22.7908821979881,22.5625331165899
"POT002038",22.8380166706009,0,23.4511104739026,23.5274302334784,23.1859963240081,23.2877123795495,23.4173817809205,23.1695299223116,23.6771286159259,23.8635352213869,23.5780768787716,23.9104048476849
"POT004045",28.465676874256,29.3422743045788,28.4359506113611,28.7541075347642,29.4253639883962,28.8573900128767,29.0158720583699,28.791196529988,28.2563341778114,28.2394979433466,28.4447039664419,28.7825992070981
"POT002266",26.4172529976094,26.1787745548503,26.5517590640117,26.3444008928895,26.3706264852133,26.2359335819786,26.0692360263782,26.2662977234031,26.3066775264676,26.1539094649176,26.1379773675726,26.0888750783401
"POT007092",24.6497657764025,24.4403141235686,25.4136746672003,25.1705846524969,25.2052336441814,25.3948967554266,25.5712638027238,25.5960514096889,25.7911654725629,26.0898853973266,25.3575984475757,25.7922582916934
"POT000540",22.6458800372562,22.7163656680568,22.4431884099829,22.8204773838489,22.5780077549385,22.8133506352919,22.8994380604354,0,22.7158840892135,22.7760948290264,22.6555857497306,22.5006950527874
"POT001599",24.4616393115493,23.9049043198008,24.608174492716,24.8309859179993,25.1301805853906,25.1512404928361,24.3334037945194,24.809607216793,25.2877476011664,25.1451102712507,24.9054094088573,24.8511470152596
"POT004929",0,23.149171545911,22.8931733776586,23.759895495739,23.0990228448054,23.0591193126479,23.2913708298727,22.7119836641859,22.8727875864181,22.5693179084785,22.9429926441331,23.2149866435337
"POT005307",26.3562723561554,27.0052817102326,26.6414105885975,26.8041511141574,26.7672400488058,26.7591335759743,26.6647873119266,26.5749197274489,26.759895495739,26.5605899788885,26.7729127615049,26.6197489279111
"POT002597",25.1823407009241,25.5161703511934,25.2984502658751,25.3903442684044,25.0080421536807,24.7316919221507,25.139071028583,25.1131084750978,24.8476152074542,24.9442713160619,25.3835049683201,24.8126947691418
"POT010396",22.2433332294833,22.5235351564246,22.7882356163198,22.4051736717282,22.4574119422788,22.2242914318384,22.0534128672005,22.7391913955848,23.096853462746,22.8260565360732,22.7163656680568,22.3581017074408
"POT003565",23.8428766596895,24.1521306989285,24.9942083976106,24.8214314506894,24.420083578282,24.7366546160196,24.775652876103,24.3476651589365,24.8953663385737,25.029010816965,24.1480234344689,24.9979161297867
"POT005500",21.5199893898177,0,20.2856821618165,21.5678799677994,21.79177655983,0,21.2551692205637,22.0532802756934,21.8379589439419,22.4560334952892,21.9816871224658,21.6627518108964
"POT000125",23.4692373776756,22.8961150678806,23.218671425748,23.5286229377799,23.4844374403355,23.4379674008516,23.5620905327958,23.4272637319482,23.4630124153042,23.6713086818261,23.8042003604594,23.5020315003502
"POT010558",23.1027753967423,23.4127383239416,22.8758085847268,22.4470539583093,23.1501792689767,22.9161396922178,22.8512900144543,23.0622688530237,22.6439002166616,22.6571788632002,22.9354585967575,22.8178260510545
"POT001914",21.4630373687344,0,21.9522307748546,0,21.6090091572457,21.8753023989587,21.7251315638578,21.4626879814301,21.8035698808074,21.6314310940025,21.9264016932492,0
"POT001030",26.4819921548185,26.934271089704,26.5770108514529,26.3325162972464,25.8936779613543,26.7206456961845,26.8580424805802,26.2639363734718,26.8011932555285,26.7587524651437,26.7915381175452,27.0407201484947
"POT010531",32.4526536687885,32.5451278471124,32.5029183015169,32.0649998056518,32.2782762000831,32.4503692322868,32.0042706341416,32.5198381491593,32.1638995501153,31.8575309115651,32.0229047752194,32.1452196210966
"POT006257",27.2101109517688,27.718099590286,27.2957032243322,27.0041031690471,27.2050844590263,27.1906527026777,27.0615727535128,27.1805397607883,26.9987339963413,26.8444579055541,26.9690606147233,26.8782994294645
"POT000167",23.4474576011094,0,23.2761130432789,24.3149272647093,23.7392326072007,23.9026062291545,24.0346465159217,24.0171631843496,24.1435930984533,24.1961800605475,24.2755448293917,23.9165224207095
"POT008970",27.6812369102281,27.8861720345623,28.181487904251,27.3064341715196,28.0000244213297,27.743039599854,27.7821929945672,27.9957724117518,27.7541075347642,27.5305143330451,27.51216633288,27.7823804914862
"POT012903",22.912124040275,23.448466214305,22.8244258455578,22.7515023804269,23.2773907068672,23.1132913297072,22.6782038097757,23.1988796310359,23.2884166485607,23.2089880263892,23.4427835707952,23.47184387349
"POT005716",21.770036332232,22.0770177835221,22.0059369911057,22.1053356370609,21.9840888011951,22.1350516580341,21.3244904233909,21.8140942421114,22.2666515927754,21.6421821717068,21.8354552340754,22.1065501614144
"POT004002",22.2323951618577,0,22.458213342152,21.9118498383695,0,21.8051849336505,21.6076554037065,0,0,21.585133097424,21.7575169740701,0
"POT000698",26.1232693874629,26.2300985907535,25.9502027434632,26.0407201484947,25.8479735549438,25.8682771692105,26.1114179603781,25.9058225320523,25.992739917665,26.1046760096641,26.1865215786678,25.9638237267515
"POT008712",28.6209725730737,28.883931259573,28.5616536393263,28.5754968920476,28.7142392280012,28.709448506107,28.4454935108813,28.7607521747711,28.670066213214,28.5902799092981,28.7702367598544,28.597153205593
"POT001277",26.2842211760993,25.9270304752495,26.0890974092308,26.2411449647428,26.4156100019072,26.4471422648224,26.3710919779707,26.1919894816251,26.5302910690008,26.5447023654466,26.3615024939118,26.2967711676311
"POT006864",26.2722376479486,26.288011735888,26.2072461353296,26.2271263061964,26.1482562336047,26.0586652780129,26.3807997699937,26.0701578042876,26.2328452567623,26.3366759861581,26.3112068580322,26.2346917370099
"POT003436",25.5290997435484,25.739618908859,25.3339155639402,25.6623715324205,25.2982055190636,25.1396175483441,25.4423090052573,25.1472471659321,25.3043465863862,25.5078185890565,25.3485096205338,25.4633554871417
"POT003520",22.5070261304573,0,22.1913231297671,22.5854082108956,22.5301481618778,22.4710500116323,22.5003546683682,22.4982863229137,22.5702680180865,22.6959784237654,22.7017421764359,22.6056902019566
"POT005714",26.9256956833273,26.4010150295802,26.5450118191022,26.5561666575815,27.1076918404721,26.8147005849815,26.5079848896037,26.8389399831477,26.502896493695,27.1604834362836,26.815800153597,26.5166663163658
"POT012656",24.9878486142916,24.9054553172769,25.056847709217,24.7496010439823,24.6555093233652,24.9510036227663,24.4641348925917,24.6317308194308,24.921933528144,24.6720104736614,24.6371594894058,24.5648253902071
"POT001423",26.5120909628703,26.5408211952048,26.7396961567796,27.0111600179724,26.7630658372796,26.704641822763,26.6342261127151,26.8382186957196,27.1773114040779,26.8906431704647,26.8499548037705,26.8996593213694
"POT000534",22.0474674359796,22.5738773604611,22.4597147681015,22.7709638640517,22.1817115752563,22.8564665634364,22.4773392954343,22.4256769182465,22.3615326128411,22.7868008522171,22.6269165873583,22.8555734126354
"POT005985",25.2048606523644,25.4909686051164,25.056930375676,25.0760636713376,25.0648854875536,25.1821133377632,25.28492715103,25.1172765680074,25.2010506174189,25.2079163423445,25.152208082201,25.2657792731638
"POT001700",23.2351593805884,23.4345355886432,23.6333393917032,0,22.88496419451,22.8862301901621,22.6780103340098,22.5522488105485,22.724569641099,22.6301426758343,22.4939941812848,22.6850447462428
"POT002321",21.5993244777345,21.6679569700276,21.7293701432696,21.8555924216022,21.7296605700528,21.9843322265337,21.553514929045,21.3626566031726,22.0627299884288,21.9127271010833,21.7521764463231,21.8336035475823
"POT001724",23.9406469581563,23.412221460509,23.726816020129,23.7753514669217,23.7869603409319,23.596847630412,23.7899474944062,23.9645509860236,23.863251626384,24.1895597661125,23.8416296078128,23.5779616705431
"POT000902",25.3283445801117,25.1433206164211,25.4246394273724,25.2541096793474,25.3899177607198,25.4151586559689,25.0140582807209,25.5724786551667,25.316067421064,25.6033997380583,25.2719884132514,25.3562219742226
"POT000501",25.5941443815489,26.0759413036162,25.9432431027051,25.8669340202543,25.5491903056612,25.9581916000106,26.0582936888181,25.423742228935,25.2904922413403,25.6711736827112,25.470106732954,25.6856008876802
"POT001899",25.2201486132429,25.7320025911483,26.5725943020638,24.3788832695774,24.0670213535093,23.3661300811968,24.1432038226513,24.4752500362299,24.4860960284172,24.5536789741917,24.7248402238223,24.2941085922491
"POT000549",24.7098297211141,25.0112453441518,25.0228452636894,24.9876751665392,24.3753741080608,24.7500612745708,24.9926534899255,24.4812377400507,24.4432896020318,24.7722332125255,24.6911505425577,24.6022389797968
"POT012576",22.2654788443257,22.5050642848198,23.2735543165528,22.2604050335537,22.2874869408365,22.2913708298727,22.6756650651629,22.0576824228528,22.7458933938339,22.1274830543077,21.9267998028898,22.0052174509866
"POT006094",25.7451189108662,26.0038244640371,26.2912302916581,24.4652564972237,24.8316625135688,25.1855956415334,24.435108124549,25.205531968219,24.8734730258462,24.2010506174189,24.5453359374686,24.6137485550698
"POT000643",22.5249701504498,0,22.3058290827535,22.8119210511817,22.7003880695036,22.9209982668084,22.9333708119582,23.0034685008898,22.9284995804055,23.1212666398065,23.1109840737139,23.0495461398083
"POT002983",0,24.3881119086366,25.2416905239898,23.7954079301474,24.6212032013279,24.4021705071504,23.9670165299064,25.1682525138832,24.6914700645496,24.1098848410256,24.2379766463067,24.3230613593049
"POT000742",21.503924705642,22.2671375748809,21.5745935273376,22.241094035352,22.0859897560911,22.0163812081574,22.0840765176891,21.8706446625377,22.1278293754208,21.8708327657286,22.1422379651658,22.3132949279498
"POT005725",23.2448289350733,22.7542783256752,23.1547439554687,22.37957085911,22.8580804332554,22.5138596123587,22.2281140775193,23.4333898347451,22.4285165930537,22.8167133800254,22.9509680375697,22.3124088196434
"POT002473",24.5332056655106,24.7942679103008,24.7503680134183,24.7610629917456,24.8412936788205,24.7051957366359,24.5343342328233,24.725620466693,25.0098795193313,24.84809298433,24.8344139528747,24.8123520338977
"POT002810",24.4771663355998,24.557598787132,24.8677824703306,24.6206999648688,24.4425304886016,24.6269499976422,24.5696424065049,24.6925346270542,24.364127172308,24.2644912802831,24.6176208109322,24.2682090157329
"POT005773",22.3655962439878,22.3509456541898,22.3298094745886,22.6818320449622,22.5568858227721,22.7922334640858,22.1609103823677,22.3751221795659,21.2587960370855,22.292494643009,22.5061545284057,22.3091643454736
"POT000819",22.3019002709087,0,22.6104067026659,0,22.5943665234751,22.2548521605664,0,22.3555769300414,21.8618895938305,22.2335951030293,22.6191668078315,0
"POT001990",24.7804168154632,24.8662737694967,24.4844989035388,25.2041143793078,24.7376863653598,24.5032453792951,24.7918858327082,24.6390381427311,24.806660534721,24.7667852667363,25.0188192339375,24.7897982835354
"POT006047",25.469641072062,25.2318753654042,25.1061747268844,24.6968380900148,25.3783872082855,25.2351301573053,24.7582187407877,25.0498867615426,25.2131555533041,25.0550278476816,25.014313730472,25.0790380913134
"POT001845",0,22.5499012085059,22.1389304614606,22.5061303097192,22.1451958078361,0,0,0,0,0,0,22.2707059542438
"POT009781",21.136648235074,0,21.3885849320245,21.1554853198432,21.190630098583,0,0,21.04413526746,21.0991834100793,21.3363082348865,21.2682518568204,0
"POT000242",22.1606642306796,22.6595979024234,22.625155884727,22.3614255204578,22.0930693318773,22.1791619462778,21.779325006666,22.023437624626,22.328413066264,22.1191146385568,21.9214705133607,22.0775720204631
"POT003921",23.6184052193003,23.6421821717068,23.2652785236715,23.4779074460823,23.2641333003203,23.5612748912697,23.6148158657688,23.4031462461065,23.400021555689,23.9458345838557,23.4924057809099,23.0317725367679
"POT001212",27.9809815224427,28.1851324500172,27.768439480287,28.0506653201631,27.8862883434177,27.8208595731012,27.7626857639406,27.7986001452435,27.7660396193084,27.7838795902478,27.8113355900398,27.7963118705589
"POT008020",25.0109466804428,25.1828331982184,25.625390026023,25.2114483973741,24.9973131944493,25.1003710380265,25.0069728411302,25.1955419241276,24.9589438218282,24.8123520338977,25.0309900249965,24.9634048353518
"POT007965",23.8263863326321,24.5017278709603,23.809607216793,23.66329489204,23.7989708750517,24.1783566631685,24.0099222209353,23.9003044720038,23.5566052155926,23.8872533451935,23.7192099838075,24.3614522942989
"POT009995",23.0130786374451,0,23.0583597561148,22.76127608469,22.9943810617292,22.9620988775263,23.5811840283876,23.0413135732826,22.9548239216245,22.8729378475865,22.6923004906932,22.8720548390237
"POT006004",25.8611938937299,25.5481027104036,25.7218714465393,24.7549612872036,26.1644403432007,25.9069694761612,25.7615703041641,26.0253399962799,25.6449069649821,25.6455117763576,25.8228662302433,25.536025430198
"POT002712",22.0748640198853,21.7433272881278,0,22.2234078425813,22.1991942521343,22.1588783738221,22.2288480419031,21.9090316805636,22.1472161065011,22.3814204345151,22.2796026468608,22.1637995231497
"POT003393",25.1841204737635,24.8054801746299,25.58348131397,25.4992356966408,25.1282542922858,25.2995685799979,25.2183018924244,25.3839004258696,25.2108912790433,25.4750953849878,25.3322431112882,25.2724868395963
"POT005671",21.4555319151148,21.722257211999,22.0319407634313,22.4586138752123,21.937543364601,21.9942429320876,21.8416104139774,22.3479489531762,21.9128001822363,22.2122576926663,22.8356479814793,21.9634577546615
"POT002634",25.0837925585355,25.0764714887988,24.91122812104,24.8886473882442,24.9648594095374,24.9538475983875,25.0828185597648,24.8307925466836,24.646857945669,24.5994606945544,0,24.9428405587838
"POT000598",26.7891764054099,27.0266490612256,27.0284418187163,27.2760420287805,26.7535338351932,27.088915504687,26.9581473394519,26.6447144718144,26.8362934977146,27.0399884791955,27.0164832290921,27.0267545792392
"POT001843",26.1147374494712,26.299009531295,26.4017312092283,26.2797655724021,26.2592379715478,26.1635001204279,26.2777454127036,26.20532687707,26.4299151877701,26.2697611929286,26.3285329092081,26.2798364038554
"POT015100",26.6707416006337,25.7906187524182,26.5154636820782,25.9387640707284,26.3458056016725,26.389179276241,26.3016282018446,26.4265121325351,26.4890399295349,26.4316057403059,26.2640258890079,25.8804730609547
"POT000295",21.8338737332639,21.3089144680543,21.7595095066811,21.3086923184537,21.6606644774613,21.7083463597522,21.8273365011085,21.5313624214464,21.9079688677433,22.0676943174011,21.7885144326066,21.4449077102701
"POT009274",28.2606473049978,28.4786558899889,28.1525272443334,27.8706187964309,28.3527918685493,28.373018849541,28.2559291602513,28.3805933729002,28.0206747223308,27.9431872005433,28.1252417646119,28.0543448073276
"POT002663",22.7332239072133,0,22.6791063537714,22.5368969576278,22.7938810902291,22.5640927241434,0,22.6328736449085,22.6144564387691,0,0,22.2304028125812
"POT001279",24.0698915733807,24.1976804455206,24.5839403324405,24.1880509074894,24.0312845684851,24.201574159522,24.3983914284666,24.1659932465926,24.33824128508,24.1831361899324,24.0978019643755,24.198579928092
"POT008721",0,20.8012820795796,21.9597840764546,21.4885619541867,21.9121057617692,21.7140190724513,21.3853758436959,22.0132490579805,22.0574841187989,21.536256703077,21.6689092154464,21.3940921089914
"POT007963",27.6947145274736,27.8405015365687,27.4794656238333,27.6778141445873,27.5378627300219,27.6465009211099,27.5800340123515,27.5956958120826,27.5926340491311,27.6445769609683,27.5284291904148,27.534081866776
"POT010964",21.4222927159306,21.9517684922677,21.0531145191711,21.4463220677639,21.0979626655776,20.8044367193122,0,21.2272915938641,21.1604795893482,21.383109402342,21.3276184269492,21.1455689990538
"POT003632",26.2051217567614,25.9473069721864,26.1959173326753,26.3420792810488,26.1855389321942,26.228815021528,26.47013777167,26.0561448530024,26.2979957030305,26.2402534407307,26.3628237888126,26.0682111374834
"POT006242",25.1639607142672,25.2064638334356,24.872627916777,25.2932667570445,25.252522516247,25.0359052291389,25.0167807489508,25.1841961600967,25.2185236237767,24.9648153530721,25.123881112823,25.0223796665532
"POT006836",24.8644801356471,24.8922656086285,24.7605047419646,24.8929140733574,24.9981314027836,24.9080696853271,24.6362745700507,24.9893653932851,24.6632405931242,24.6421821717068,25.1409829426683,25.1314764369822
"POT001904",24.3190000446295,24.1753138040582,24.3514444997464,24.1303770013745,23.9980022428401,24.4096990961342,23.9586341309306,24.2882758222596,24.0264802163496,23.9505587447089,24.0490142767902,24.1125915867369
